clean_text,sentiment_num
barang kosongtp refun udah terima,1
pokok mantap cepat kirim,1
bagus barang moga awet yaaaa,1
thanks,1
good kirim cepat respon,1
sipp moga awet thanks,1
pokok mantap cepat kirim,1
mantab murah cepat packing bagus,1
barang tulis stock,-1
obeng bagus kualitasnyatapi harga relatif murahyadimaklumi,0
respond cepat produk sesuai harga,1
barang sesuai kirim,1
terimakasih proses cepatbarang bagus,1
barang bagusssssss coba terima kasih gan,1
barang sesuai pesan sukses seller,1
manttapp post latee sibukk heheh,1
nice services thank you,1
barang terima selamat kualitas baik,1
nempel dasboard,-1
barang lumayan bagus sesuai harga,1
brg unik bahan plastik tp lumayan keras,1
brang sesuai harga pasang bagus jg,1
sesuai skripsi lipat makan bahanya kokoh moga aja awet,1
blm coba rekat kaya sih oke moga awet,1
brg murah kwalitas oke mantap bos sy cb bs smua cm syg pack nya da yg penyok sdkt gk pa recomended seller,1
barang sesuai pesan cepat,1
thks ya gan udh ane pake sorry kasih testikarena jajal,1
barang nya pakai menit udah low bat cas malam,-1
good seller respon cepat kirim cepat barang kualitas,1
fast responbarang sesuai gambar barang cepat,1
sesuai harganyasuaranya keciltp,1
pakai gansebelumnya baterai habissetelah charge tdk konek bluetooth nyadan tdk pakai,-1
terima cepat moga fungsi awet,1
coba suara pas sesuai dgn harga,1
barang sdh terima dgn sayang tunggu sampe kwalitas barang,1
barang terima thnx,1
tulis catat sen warna putih tpi yg hitam tpi so far oke,1
hehehe sorry aq ga pake iphone yg packing rapi trims ya,1
barang cepat fungsi dgn terimakasihh,1
sesuai pesan trimakasih,1
barang bagus suara oke tp kirim,1
paket terima fungsi trims gan,1
mantab fungsi,1
paket makasih,1
bagus okseller ramah percaya,1
sipp thanks,1
mantrapz sesuai deskripsi original normal sesuai trm ksh,1
guna mantaab gan,1
oke,1
barang oke moga awet respon jual cepat terima kasih,1
seller responsif kirim cepat harga murah barang herfungsi dgn,1
bagus harga murah,1
kirim cepat murah riah recommended seller,1
nice services thank you,1
thanks,1
recommended sellermantabh,1
top markotop wasaitooop,1
beli pakai,-1
bagus sesuai gmbr dab fungsi respon kirim cepat,1
barang,1
barang kwalitas sesuai trims,1
siiiiiiiiiippppppppp,1
terima kasih barang terima,1
wokeeeeehhhhhhhhhhhhh,1
respon cepat barang sesuai top,1
fast response seller,1
mantaptaptaptap bintang bicara,1
sesuai pesan nempel dashboard thank you,1
brg bagus respon seller cepat thx seller,1
barang sesuai deskripsi fungsi,1
kirim standard kualitas bagus harga murah,1
terimakasih barang terima,1
lumayan oke tp rapi dlem kemas,0
sesuai deskripsi ty,1
mantul kirim cepat barang mantap,1
beda merek yah barang terima terimakasih,1
barang bagusmantap,1
tampil yg kirim beda,-1
barang onsemoga sukses,1
pesan sdh barang sesuai pesan terimakasih,1
barang terima packing rapih bagus amp fungsi moga awet trims,1
sesuai deskripsi fast respon recommended seller,1
mantaaaaaaaaappppppp,1
barang sesuai deskripsi fungsional blm coba rekomendasi produk klo dr lihat dr proses dr chat konfirmasi beli kirim kyakanya deeehhh,1
barang bagus fast charging jalan samsung s,1
barang sesuai tawar,1
sesuai harga manfaat,1
sen pc yg retak retak tp nyalah amp yg atu lg lampu nya ky putus gitu tp yg nya oke gk da mslh tlg cek lg sblm kirim brg nya amp usaha tdk da yg cacat,-1
respon cepat kualitas oke jual ramaahh makasih gan maaf kasih ulas,1
bagus lucu lampu nya next order,1
bagus nya gampang copot,1
unik guna thanks,1
anak anteng bangt tinggal mati lampu srasa kebun pnuh warna wkwk,1
sesuai warna yg order,1
lampu yg rusak tp gpp thanks respon,1
barang sesuai pesan proses kirim koq psan tgl kirim tgl ssmpe tgl,1
kualitas sesuai harga harap pcs alas copot bodynyatp pasang pakai,0
puashanya packingnya aja yg ga bgtu rapihtp tenkyu yagbu,1
proses cepat mantap pcs darat sempurna,1
makasih ya ka cepet banget kirim sen besok nya sampe,1
fast responfast deliveryhatur nuhun,1
barang terima makasih,1
barang sesuaiwalau kirim lambat gak txs u,1
barang sesuai deskripsi sesuai dg yg harap banding charger ori lambat utk charging penuh utk harga segitu padan,1
lengkap box kabel thx,1
barang kosong konfirmasi mas kosong biar tukar,-1
mantul cepat barang original,1
barang kosong uang kembali mantap gan,1
thq all ok respon kemas kirim akurasi quality qty amp hg,1
mohon update status barang stok kosong,1
barang sesuai dgn gambar order,-1
terimakasih proses cepatbarang bagus,1
terimakasih gan barang,1
terimakasih barang terima dg,1
terimakasih barang terima dg,1
barang sesuai fungsi,1
barang sesuai deskripsi,1
mantab dah rapi aman barang sesuai harap kecewa bintang hahahaha,1
barang sdh terima order proses jual kirim tgl order tgl kirim produk nyala fungsi mudahmudahan awet,1
sesuai gmbr terang,1
ok moga awet,1
terimakasih order,1
barang terima packing rapih bagus amp fungsi moga awet trims,1
lumayan bagus kirim cepat,1
stardard kualitas sesuai harga hibur,1
sesuai harap,1
suara ngebass kualitas oke baterai tahan,1
terimakasih barang terima dg,1
mantap barang sesuai deskripsi thanks,1
jozzz ghandozzz mantabz speaker t nya suara oke amp bass utk harga yg murah riah,1
respon cepat barang gambar packing rapi kirim kotak penyok barang lengkap fungsi barang banding harga harga kualitas ekspektasi,1
brng sesuai untk kirim respon y,-1
barang sesuai pesan kirim cepat,1
mantulllllllll bngttttttttt,1
mantap dah suara oke,1
barang cepat,1
mantaaappp bosss,1
mudahmudahan barang,1
barang bagus murah muas,1
barang sesuai pesan kirim jga,0
barang okpengiriman,1
barang bagusmantap,1
mantap bos barang sesuai pesan,1
barang ok suara ngebas kencang suara,1
speaker nya bagus suara sayang nggak putar musik flashdisk,1
terimakasih barang selamat,1
terimakasih pesan selamat,1
terimakasi barang retak,1
goodsuara mantep sukses yg dagang thx,1
terimakasih barang terima dg,1
mohon baik layan harga beli kirim pesan kl barang gak gak sesuai pesan nanya sharusnyamasih gak,-1
mantap barang sesuai deskripsi,1
barang mantaaabz muas,1
barang tdk sesuai klo gk jngn bilang ready toko online bnyk yg jjr hadeeeeeh,-1
barang sesuai harga respon tari order lambancari jne yg rame order nyabiasa sampe,1
barang mantap cepat sesuai deskripsi thx gan,1
makasih sampe barangmya kk,1
barang sesuai deskripsi mantap,1
makasih agan recomanded saller,1
sayang corak tni kasih warna kuning tpi gpp udah kasih bintang krna cepet,1
terima kasih barang terima,1
cocok moga a wet trimakasih,1
barang fungsi normal cuman produk g sesuai pesan warna box hitam isi doreng mohon qc perhati makasih,1
fast respon kirim cepat amp harga murah,1
warna kirim tdk sesuai minta beli,0
sesuai gambar kirim cepat muas banget,1
barang ok rekomended seller,1
barang kirim pemberitahuan barng kosong,-1
mantap orderanya paking rapi seller ramah fasto response,1
thanks sis anak sy suka,1
thanks sisbrgnya fungsi,1
warna sesuaiberfungsi normalrecommended mantap,1
kirim cepay barang bagus top,1
bagus barang fungsi,1
produk harap harga segitu harap,0
mantab cepat rapi salam kirim barang d coba fungsi normal,1
barang sesuai deskripsi dgn harga miring good,1
bagusssssssssokkkkk,0
brg uda terima dgn selamatberfungsi dgn sesuai deskripsi kirim jg super cepat,1
sesuai yg tawar bagus,1
tombol hapus fungsi its freaking bad,-1
beli tombol hapus ndk fungsi komplain vidio posisi kota informasi barang ndk fungsi,-1
kirim cepat produk ok,1
puuaaassssss bangeettt,1
barang sampaibarang sesuai dgn pesan thanks gan,1
barang produk oke anak neng,1
produk ok sesuai deskripsi,1
barang terima kondisi terima kasih,1
request warna tp info warna yg mau kosong yaudah ambil warna yg aja paket tambah bubble jd aman deh udah tes hasil ok recomended seller thanks,1
mudah anak suka tks,1
bagus cepat mantap,1
produk sesuai pesan pcs batere fungsi,1
biar bintang nilai,1
tombol hapus fungsi,-1
sesuai deskripsi fungsional produk,1
mantap,1
darat barang oktrims,1
warna sesuai pesan tulis ato gambar terangbentuk lcd sesuai tampil gambar tokopediapadahal bilang canceltapi tetep jalan so so harga segitu,-1
kirim cepat barang bagus sesuai harga,1
sesuai terang,1
produk bagus packing rapi,1
mohon baterenya periksa kirim sen baterenya ga,1
tombol hapus fungsi,-1
barang sesuai warna yg request sayang yg batrenya habis tulis tdk delete nyari batre harga rb tukang jam gak beli batrenya ama harga main and tulis lcd terang anak tarik terima kasih,0
tulis,0
kirim cepat pcs yg kirim yg baterai habis,0
barang cepat ownernya koperatif banget thank u gan moga awet,1
produk yg order ga fungsi mw d return mahal ongkir pp pda harga produk,1
respon pnjual cpt brng udh smpe packing nya rapihproduk nya bgs trmksi,1
packing bagus kirim cepat,1
brg ok sesuai pilih warna pesan gan prioritas sesuai yg pes,1
makasih sdh barang kurir dikit lambat,1
terimakasih barang terima dg,1
produk bagus cocok anak,1
order pcs rongsok nyesel banget irder toko nunggu order oertama dateng order bener aja order dapet barang rongsok klo kirim toleransi barang tongsok jual tolong baik alias jual beli klo ngak dipake uang emang ngak tolong percaya beli jaga faedah yg beli berkah yg jual packingan jgn bubble wrap domg biaya asuransi klo packingan ngak jaga,-1
barang yg kirim pesan beda dgn yg tombol on off masalah sih coret,-1
barang pakai clear bekas coret,-1
pesan proses langsung konfirmasi warna warna hitam checkout tp ngotot tolak jual tetep kirim random barang yg kirim barang rusak reset display corat coret pantes ngotot kirim random pesan senin gak proses br jumat jd rongsok not recommended seller,-1
sesuai pesan cocok ajar anak,1
sesuai iklan packing mantaab barang bagus joss dah sukses tantee,1
bagus irit,1
tulis,1
produk fungsi anak suka terima kasih ya,1
barang sesuai kirim cepat,1
bagus sesuai gambar pesan sesuai kirim hitam biru kirim biru nya,1
terimakasih,1
barang udah gan keren praktis,1
sezuai pesan aga prngiriman hara sampe,1
dah tulis tp ndk hapus,-1
barang sesuai pesan fungsi dg smoga awet sukses,1
bagus bgt cocok anak ajar nulis,1
barang fungsi,1
barang cacat stlh retur dapat produk yg bagus puas deh,1
terimakasihhhhhhh,1
barang sy terima dl kondisi tp sy pesan wrna merah yg hijautp gpp anak sy suka makas ih,0
beda gambar tp ya fungsi sih packing rapi aman,1
tombol erase fungsi keluar baterai sulit udah lanjur beli ya,0
barang fungsi sesuai deskripsi terimakasih,1
ok moga awet,1
siiiiiiiiiiiiiiiiiiiiiiip,1
biar bintang yg bicara,1
respon cepat layan ramah blm sempet buka krn msh dktr moga brg oke iya mks kk,1
mata pena tekan tulis,0
barang bagus jual bagus harga bagus,1
sesuai deskripsi gambar go green mantap,1
kwalitas super kemas rapi,1
suara ok enak dengar,1
sesuai urai kirim cepat,1
terimakasih barang terima dg,1
terimakasih barang terima dg,1
terimakasih barang terima dg,1
barang sesuai deskripsimudahan bagus,1
recomended seller mantappp gan,1
barang sesuai pesananthanks ya,1
bom coba moga masalah,1
barang bagusmudahan ga banyakk minat,1
gambar mantapp,1
mantap recomended seller,1
barang kosooooong,-1
barabg packing aman,1
sesuai harap kali usaha packing rusak yah thanks,1
pakai iphone,1
sampah anggap aja sedekah deh produk sampah langsung gak dipake buka stay away,-1
terimakasih barang terima dg,1
senang produknyarecommended,1
order gunting biasagunting sasaksisir kasih bedalain kali perhati ya pesan nya,0
barang terima thanks,1
kirim sgt cepat packing rapi amp aman dg bubble wrap lgs coba rapiin hasil cukur kmaren alat dtg lumayan ga tajam bgt tp msh ok ut potong rambut harga sgt murah dpt promo cashback top puas banget makasih ya seller amp toped,1
alhamdulillah pesan jg dirmh dgn cepat selamat barang bagus sukses trs ya pakbu utk usaha kedpn aaamiin,1
barang oke sesuai pesan,1
terimakasih barang terima dg,1
lumayan,1
barang sesuai deskripsi fungsi,1
barang terima terima kasih,1
mantap gan barang bagus bgt hrg super murah kirim cepat respon seller ramahsemoga sukses handphone tiam,1
barang baguszesuai iklanlagi test nisukses om,1
bintang maaf packing mohon baik rapi lengkap lumayan produk fungsi terimakasih,1
top dah sesuai dgn deskripsi,0
barang sesuai gambar,1
ssesuai pesan kirim lumayan cepat good,1
barang thanks,1
kuning kasih gold omong,-1
gak ad barang mohon baik layan harga beli kirim pesan kl barang gak gak sesuai pesan nanya sharusnyamasih gak,-1
murahkualitas ok makas ya omsukses,1
barang aman trimakasih,1
kirim cepat tuju kualitas barang bagus mantap gann,1
salah ukur perhati jual,-1
barang fungsi kirim mohon cek,-1
produk aja kirim lumayan klo gojek tolong diaktifin yg beli recomend yah klo buru,1
terimakasih barang terima dg,1
barang terima,1
barang rima kondisi,1
kecewa udah tanyaamp readynya barang malam tgl order subuh tangl kirim pagi sore ditgl undur kirim alas kali cancel ribu alas kaya gin butuh cepan converter hdmi nya barang paksa order toko kota jd yg paket ngak kepake presentasi senin td pagi order toko hitung sabtu minggu sampe kirim tgl sore jnt minggu buka tau kirim tgl siang sampe buang buang uang disruh cancel otomatis dicancel alas bayak,-1
barang terima,1
terimakasih barang terima dg,1
barang terima kondisi terima kasih,1
harga murah barang bagus tombol hapus fungsi tulis tipis,1
tulis ya,1
terimakasih barang terima dg,1
terimakasih barang terima,1
bagus fungsi dgn baikthx,1
terimakasih barang terima dg,1
terimakasih barang terima denga,1
terimakasih barang terima,1
pesan sdh terima makasih,1
terimakasih barang terima,1
terimakasih barang terima,1
terimakasih barang terima,1
yg sesuai pesan,1
terimakasih barang terima dg,1
terimakasih barang terima dg,1
barang sdh terima thanks,1
terimakasih barang terima dg,1
terimakasih barang dudah terima dg,1
sesuai foto yg,1
barang okmdhan awet gk cpt drop,1
produk sesuai deskripsi thx gan moga sukses lapak,1
barang bagus nih suka ngilik,1
maaf plastik nya kelupas,0
mantap orderanya paking rapi seller ramah fasto response,1
terimakasih bosssbarang diterimanext order lg,1
terima kasih,1
sesuai gambar toped,1
best value for money and its works very well recomended seller,1
barang sesuai gambar kualitas suara dengung kecuali mic off saran tolong pilih jasa kurir tambah jampat kemarin ambil gudang,-1
terimakasih barang terima dg,1
barang sesuai pesan proses cepat,1
terimakasih barang terima dg,1
barang aman kondisi fungsi,1
barang lumayan bagussesuai harga,1
sesuai pesan seller proses kirim barang trimakasiihhhh yaah,1
layan ok respon okbarang dateng sesuai pesan mantab,1
sesuai harga,1
kwalitas material bagus sayang tombol dam dingin harga gin anda fan built in nya oke banget,1
produk awet solid kecewa,1
pokok mantap cepat kirim,1
kirim cepat barang sesuai deskripsi keren dahh,1
mantap brg ok kirim cepat packing rapi,1
barang sesuai proses kirim jne lambat,1
terima kasih,1
bagus okberfungsi,1
barang terima sesuai gambar terimakasih,1
layan ramahpengiriman cepat mantap barang originalharga sahabat murah sukses gan,1
pesan dah samapai gan barang mantap next order,1
pokok mantap cepat kirim,1
mantap orderanya paking rapi seller ramah fasto response,1
capat moga awet,1
ok recommend,1
biar bintang yg bicara,1
kirim cepat sesusai pesan trmksh,1
mantab barang sesuai deskripsi thanks,1
lampu kalah terang banding kompetitor fungsi kaca buat dr plastik ulir bs dlepas pasang gelas,0
bagus sinar adem,1
blm d coba dgn selamat trims yaa,1
buka moga bagus fungsi,1
produk fungsi sesuai deskripsi moga awet,1
mugo aweeettt,1
bagus bentuknyamudahan minat,1
bentuk tp sayang gak tulis jbl ya yg suara ok harga murah thank you gan,1
lumayancuma ngebass ajaoverall is ok,1
tdk logo jbl nya huuuffffg,-1
mantaaappp bosss cuman sticker jbl nya ga,1
barang dgn selamat tp kecil tangan saiya,1
produk bagus kirim cepat,0
produk sesuai deskripsi tq,1
ok,1
sesuai deskripsiproduk fungsi baikpokoke mantul dah,1
suara lumayan mic fungsi cuman cover mic tombol answers blm pakai lepas sesuai harga,1
brg fungsi respon kirim cepat,1
terima kasih gan paket terima packing rapi jali succes gan,1
produk sesuai deskripsi fungsi,1
sen barang yg nyampe walopun refund cash tp ad konfirmasi,-1
respon cepatpengirimanya jg cepat suara jg mantap,1
barang bagus suara pas telinga,1
barang sesuai pesan,1
paket terima selamat terima kasih d,1
sory ya gan gw kecewa,-1
packing bagus sesuai deskripsi seller ramah dateng selamat fungsi ok recsell dah,1
sesuai fotosemoga awet,1
barang sesuai proses kirim jne lambat,1
sesuai pesananbarang ori fungsi dg baiktrimakasih,1
barang terima moga awet anak suka banget,1
biar bintang yg bicara,1
asli produk robot kipas kenceng tp mini jd jangkau sempit aja warna biru kirim pink seller balas chat bayar g match,1
respon cepat,1
barang kirim tp tanggungjawab karna kembali uang cash selip kirim yg,-1
produk oke fungsi paking rapih rekomen,1
ok sesuai dgn foto yg d tampil,1
produk ses kiuai yg diharafkan terimakasih,1
barang sesuai skripsi,1
barang fungsi charger panas,-1
produk dgn bas muas terima,1
barang bagus sih deh,1
murah bgs n bassnya lumayan bgs,1
ok sip sesuai pesan gan maaf telat konfirmasi,1
paket terima bagus packing bagus aman tuju trrimakasih,1
barang bagus suara mantabh ukur laptop bass treable wokeh,1
barang bagus recomended seller pokok lahh,1
suara bersih speker fungsi paking rapi good seller,1
mantap brg ok kirim cepat packing rapi,1
mantaaap fungsi,1
barang sesuai deskripsi,1
terimakasih barang terima dg,1
okokokokok,1
blm coba moga manfaat dgn,1
fungsi moga awet,1
barang sesuai deskripsi,1
good fast recommended seller,1
okthanks recommended,1
anak sy suka produkna bagus g da cacat trm ksh seller,1
maaf sesuai deskripsi konfirmasi kirim beda deskripsi terang doff yg bening botol trims,-1
paking rapi barang bagus,1
produk sesuai foto deskripsi makasih,1
barang,1
terima kasih kirim cepat sesuai deskripsi,1
barang bagus sesuai deskripsi fungsi dgn antar cepat,1
good fast recommended seller,1
dah terima gan sesuai pesan terima kasih,1
respon cepat kabel data sdh terima kualitas ok terimakasih,1
sesuai pesananmudahan fungsi sesuai deskripsi,1
sesuai deskripsi ty,1
good super cepat sampaibarang sesuai deskripsisiiip,1
sesuai pesananrespon cepat,1
mantull mantull mantull mantull mantull mantull,1
barang sayang request warna gelap d kasi warna pinknya tp okelahcukup oke lap mobil,1
terimakasih barang terima dg,1
barang bagus sesuai deskripsi fungsi dgn antar cepat recommended,1
barang udah nyampai kemas rapih makasih gan,1
barang sesuai deskripsi recommended sellerthanks yaa,1
good,1
pesan terima terima kasih gan,1
barang bagus sesuai deskripsi fungsi dgn antar cepat recommended,1
bagussssssokkkkkk,0
coba inti cepat,0
nyala kenceng sih kipas,1
guddproduk bagussesuai harga,1
kipas nya nyaman galak deket hidung make nya seruduk kipas,1
nahan panas jam ringan n trendi utk anak,1
lumayan,0
barang sesuai sana,1
kasih bintang bom coba kuat baterai,0
barang sesuai deskripsi,1
pesan sesuai deskripsi pesan nicd kirim nimh,-1
mantap orderanya paking rapi seller ramah fasto response,1
fungsi charge mudah awet kl yg size aaa,1
cepat moga awet barang,1
ukur besarternyata kecilini hnya jamsaya pakai senter bateerai cadangantrims,1
terima kasih barang ok bgt,1
lumayan lepas plastik,1
jarak resolusi yg cm focus sesuai harga,0
barang bagus cocok bawa mana dompet bagus,1
sesuai gambar yatp harga segituya ya,-1
pesan terima terima kasih gan,1
barang sesuai kirim,1
pengirman cepat barang fungsi terima kasih,1
pesan fungsi,1
mantaaappp bosss,1
ok udh sampeblm dicobasemoga awet,0
barang oktidak kecewa cuman suara,1
barang terima tjs,1
terimakasih order,1
kualitas barang sesuai harga,1
pertama ga coba dg suara,1
bagusssssssssssssrekomendit,1
barang ok langgan,0
sesuai deskripsi amp cepat,1
terimakasih barang terima dg,1
mantaaappp bosss,1
barang fungsi respon cepat sesuai estimasi mntappp,1
murah riah good mantulllll,1
produk sesuai deskripsi fungsi,1
nyala lumayan mic murah kyk gin,1
jos gandos handphonetiam,1
barang sesuai blom tes,0
mantap,1
mantap jiwa cepat amandan lengkap,1
terimakasih barang terima,1
d terima ya om thx beratsukses,1
produk oke bagus,1
terimakasih barang terima dg,1
terimakasih barang terima dg,1
harga banding kualitas oke fungsi,1
produk sesuai skripsi fungsi harga murah,1
terimakasih barang terima,1
bagus recommended seller,1
terimakasih refundnya,1
mantap orderanya paking rapi seller ramah fasto response,1
biar bintang yg bicara,1
barang terima sesuai pesan paking aman rapih tunggu next order nya,1
sesuai harga,-1
item sesuai dgn gambar iklan blm coba moga fungsi awet,1
makasih gan barang zelamat,1
mouse nya ragu ori ga pas pakai enak ga loncat tata thank you seller,1
barang terima thanks,1
biar bintang yg bicara,1
cakepp respon cepat kirim cepat,1
barang bgussesuai pesan,1
beli barang gak bagus,-1
mantap sesuai pesan,1
pasklopproduk seller recommended,1
moga awettttttt wettttttt,1
mantefffrespon cepat barang cepat skarang selfi lagitks,1
barang fungsi face id jalan face id satu flexible connector speaker,-1
blackscreen lcd nya ganterimakasih alam tambah ilmu ganmau retur ga posisi lcd pasang diframe nyatested blackscreentp biar lampu layar padamposisi standbytrus tekan tombol power masuk homemenu jelasnormalsetelah pasang frame dgn hati jd blackscreen seterusnyadiretur ga bisasegel rusak,-1
barang take fungi pasang,1
respon cepat kirim kilat paking dahsyat joss semangat,1
salah kasih barang hati toko,-1
ok cepat,1
kirim ceoat packaging rapih,1
sesuai pes,1
mantap gan sesuai pict recomend seller ya all,1
housingnya pd gbr packing,0
bagussesuai harga,1
barang sdh terima test pasang ok banget proses order sameday service terima tp barng yg kirim oke banget sih,1
barang terima paking mantap respon cepat kwalitas ori,1
bagus moga cepat kirim barang nya,1
respon cepat kirim cepat barang mantap makasih bos,1
gak cocok ec nxt,0
pas mantap presisi toko fast respon,1
alhamdulillah barang selamat makasih,1
makasih barang sdh terima,1
thanks barang dah sampe,1
cepet sampenya sampe lupa kasih bintang,1
mantap sukses gan,1
fungsi moga awet,1
touch screen fungi,-1
paket kemas rapi kwalitas produk bagus sesuai deskripsi,1
mantul kemas rapih tebal,1
barang sesuai pesan terima ksh gan,1
produk ok,1
mantab packing rapi cacat recommended,1
sesuai pesan,1
nyampe blm coba pasang moga sesuai terima kasih seller,1
lcd bs noda kuning layar well oke harga gin,0
produk bagus layar gonjreng ga dead pixel seller erti parahhhh langsung kirim beneran kirim sayang fitur yg ga maksimal v versi korea ane knock sm auto brightnessnya suka ngaco but overall oke packagingnya kaya kirim hp super duper aman parah sihhh keren batt seller,1
mantep kayak gorillaglass ya min ya gpp sih harga kualitas,1
bagus barang recommend seller sukses lancar terusss usaha,1
sesuai pesan respon cepat,1
original apple original spare part mohon kali ulang,-1
bagus sih dot merah tengah bikin ganggu,1
mntap bos cpet bgttrnyata lntai wkwk,1
gak ragu belanja,1
sesuai pesananthak ya gan,1
cepat nyampenya,1
cpet cat cpet tuju barang cocokkk trima kasih,1
trimakasih kk produk bagusn mulus amoy senang bisnis d datang cepat jak kk,1
barang oke amp kirim super cepat reguler mantul mantul,1
pasang ekspress maleman handphone nungguin barang bagus kendala,1
produk sesuai kirim ok seller,1
keren kren bagus pokok so dk kecewa,1
barang ditrimagantrima kasih,1
kualitas parah kirimin blank retur kedap kedip gar,-1
barang lancar kendalatp lcd y inparahhh,1
bingung kali coba gak ts nya aju komplain hp ts gak pegang kirim pas kirim tes normal moga awet deh y mohon maaf terima kasih,0
pakai udah gk nyala lcdnya,-1
barang oke sesuai deskripsi iklan,1
ts nya ga fungsi,-1
barang fungsi normal,1
seller ketik lapak advan full view g pro g kayak judul lapak udah ganti pas dichat datar retur kalo salah tipe sellernya yg salah ketik solusi ya begono,-1
terimakasih fungsi,1
pengirimin cepat cma kerennnn,1
fast delivery and fast response,1
mantap gan langsung nyala hp nya thanks,1
barang aman sesuai harga barang moga awet trimkasih,1
excellent recommend storetq,1
pasang sdh sesuiterima kasih,1
ok boss barang dah sampetapi lom coba,1
barang bagus sen,1
mantap backdoornya best sellernya,1
barang sesuai fungsi paking rapih aman,1
mantap kirim cpatbarang bagus pas normalthx,1
dgn aman terima kasih,1
terima kasihkirain udah fulset tinggal pasang,1
lcd frame nya oksudah d pasang pasthx,1
produk nya spt,0
kirim cepat lcd pasang,1
lcd nya okeframe nya bedabukan note mediatek respon seller lambat n ramah,0
packing jelekkena air penyoksmoga gk mslah pasang,0
produk sesuai pesan mantap,1
mantap sesuai dgn mau,1
mantapp cepat tinggal coba,1
barang terima tp blm pasang trims,1
bagus barang nya cocok respon nya cepat,1
paket sdh thanks,1
mantap sukses trus bos ku,1
mantap fungsi sesuai spek moga awet,1
barang cepat sampe nga fungsi nga pake gan ori,-1
hatur nuhun gan sing majeung,1
barang sesuai cpat,1
langsung pasangmantap bagus gan terimakasi nex order,1
reture moga dapet yg baiik layan ok fast respon,1
frame lcdnya satu kayak yg original yg oppo service centre pisah pasang,0
seller mantap fast respon recommond banget,1
neko pasang langsung wuatab,1
barang sy trima frame nya sesuai pesan chat solusi baca sungguh kecewa,-1
respone cepat admin respon packing rapi,1
produk kualitas layan oke teirma kasih,1
kualitas produk bagus terima kasih,1
barang oke terima kasih,1
barang oke terima kasih ya,1
part yg mantabb jamin cling,1
sssiiiiiiiiiiiiiiiippppppppppppppppppp,1
barang sesuai pesan coba,1
barang sesuai foto deskripsi produk yg jual,1
mantapppp,1
barang sdh terima dlm kondisi bagussesuai deskripsithanks tokopediautk jual sukses ya,1
puas banget fast respon,1
barang terima cek respon cepat recommended seller,1
barang sdh sampaiblm coba,1
mak nyusss adem segeerrr rekom part,1
terima kasih,1
terimakasih barang sdh terima,1
terima kasih,1
kirim cepat solo lho mantap,1
akurat cepat nyampenya bos thx,1
barangny sesuai foto good job gan,1
siiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiip,1
barang sampe selamatsesuai gambar,1
barang cepat muas,1
barang terima dgn cepat,0
barang terima kasih,1
maaf telat ulas uhm terima kasih ya barang udah nyampe selamat barang bagus sesuai gambarfotonya cacat perfect thank you o,1
maaf balas barang terima,1
paket udah ketrima v percaya rusa v thanks,1
thx gan pesan,1
lubang tdk presisi miring,-1
cepat merespon cepat kirim pesan barang sesuai deskripsi nya kualitas recommended seller,1
selamat siang barang produk kualitas top bahan bagus terima kasih,1
baguss barang nyaaaa,1
selamat cuman sampai,1
barang terima dg sesuai dg gambar recommended seller,1
makas gan,1
thx paket layan super cepat mantapp,1
recommended seller,1
trims y gan barang bagus sesuai pesan,1
barang kondisi bagus layan,1
terimakasih ganbarang sesuai harap,1
pesan selamat thx,1
terima kasih paket terima,1
sdh dtrma hr siang dg kondisi yg dkrim pcs gan bgmn bs alamat lngkp gan utk kirim pcs lebih krn pesan pcs trmksh dtggu ya gan,1
terimakasih barang sesuai,1
tengkyu biar bintang yg bicara,1
thanks,1
terima tks,0
makasih barang terima bagus,0
item lengkap item flipcase grand duos dus nya lecetpenyok dalam ga alas nyimpen flipcasenya yg dus flipcase ace jd sperti sisa stock gitu tp gpp deh,1
kualitas produk bagus kirim cepat thanks,1
udah terimamantapbonusnya thank u gan hehe,1
udah terimamantapbonusnya thank u gan hehe,1
barang terima kasih,1
sdh terimaaaaaaa,0
oke barang tuju,1
sip barang terima kasih,0
terima kasih barang selamat,1
maaf kasi ulas review kwalitas oke,1
packing nya rapih barang recomended,1
barang terima dgn baikpelayanan cepatcuma paksa janji jual beli,1
terimakasih barang sesuai gambar kualitas oke makas tokopedia so glad shopping here,1
recomended seller abizzzzthx,1
thankyou so much sis suka banget case nya,1
thanks barang terima,0
suka model pas banget dg body miro hp aman,1
terimakasih barang kualitas bagus awet,1
ssiiiippp keren gan thanks,1
barang dgn selamatbarng nya mantavv bagus,1
salam barang sdh terima sesuai pesan paking rapi cepat proses kirim transfer tgl tgk barang sdh kterima makasih ya moga laris jual,1
dah terima sist paket paking rapih n exclusive terima kasih oia sist ni jelly covernya bonus gimana ya sis,1
makasihsesuai gambar case nya,1
cepat mohon konfirmasi paket buah soft case warna hijau hitam pesan,1
oke layan cepat barang sesuai yg gambar,1
barang sdh diterimasemua okthanx,1
mkasihbrangx dah nyampe agag gr libur,1
barang bagus sesuai,1
barang dah sampe makasih gan,0
barang bagus sesuai gambar muka doff mudah baret kirim cepat sampai,1
responnya cepet bgt kirim cepet bgt barang oke bgtttttop dahhh,1
barang oke bangt pas hpku thax ya case nya galaxy fit,1
siip packing rapi recommend sellerbarangnya bagus bonus yahud tx ya,1
