text,label
foto mes foot decker merek remora cocok karena ukuran m relatif ukuran remora remora acu jual beri tahu saya ukur m barang beri tahu beli beli decker tukar jadi beli timbang sepenuhnya salah jual secara moral berkewajiban menjaga kontak dengan pelanggan,0
Motif d gambar kecewa,0
"Barangnya oke, tapi pelayanannya",0
ulasan produk kirim jual sangat kecewa respon waktu jual batal otomatis resi masuk ganti ukuran lewat chat ya ganti ganti pemberitahuan kurir karena biaya kirim barang ganti lebih banyak ongkos kirim salah ketik alamat paket salah rute kali hubungi alamat kurir revisi cek hilang ganti feedback tanggung jawab selesai,0
"model bagus tapi deskripsi speknya salah, lengannya lihat spek semua, diameternya mm, jadi saya beli dan kelihatannya yang kuning, padahal saya suka yang kuning, tapi karena saya beli, ternyata ketika saya ukur yang kuning itu kebesaran banget, kaya jam tangan power ranger, adminnya juga kurang ramah, ngaku salah?",0
"Layar LCDnya hitam gan, terima kasih alam menambah ilmu, mau dikembalikan? Posisi LCD tidak bisa dipasang di frame, sudah di tes layar hitam, jadi lampu layar akan menyala pada posisi standby, lalu tekan tombol power, masuk ke menu home, sudah jelas normal, setelah dipasang frame dengan hati-hati, layarnya hitam, jadi pengembalian berikutnya tidak akan berfungsi. Segelnya rusak.",0
puas saya suka tokopedia asuksma tokopedia,0
barang diterima fungsi biaya,0
Jika barang yang dikirim rusak. Solusi via chat akan direspon oleh penjual. Penjual bertanggung jawab atas jaminan barang cacat. Penjual mengklaim bahwa barang telah diuji secara normal. Kirim barang. Penjual lepas tangan. Ya,0
"kirim nomornya ke sana, tulis nomor alamatnya, tetangga pasti tahu",0
Saya tidak bisa menggunakan tali pengikatnya. Saya sudah mencoba memasang kelambu. Tembak talinya. Bahkan kayu lapis pun tidak akan menembus. Aku sudah memukul palu lagi.,0
Baterai ponsel cepat habis alias boros,0
"Barang oke, pesan ukuran navy, dikirim ukuran hitam, packing rapi",0
"Slow respon, pengiriman barang sesuai kekecewaan",0
"Sesuai di foto, barangnya kecewa",0
kartu garansi brand resmi original kw jam nya kira mah jam nya anak,0
"Kecewa, retur bagus, harga cacat, gin worth it",0
"Harganya, sejujurnya kualitasnya cukup mengecewakan",0
Saya menulisnya tetapi tidak menghapusnya,0
"Saat kirim barang di cek ya gan, kondisi barang bagus apakah ada karat atau tidak",0
mengolah barang yang dibutuhkan,0
Bahan sepatu yang kaku dapat menyebabkan kaki Anda melepuh,0
"Kirim ampamp tindak lanjuti komplain penjual, kemasan plastik, kualitas barang, lubang fungsi untuk colok USB OTG, keras dan susah",0
Pasang jok tidak pakai,0
"cukup bagus, pengiriman terlambat",0
"airnya langsung masuk, airnya deras, airnya dipakai untuk wudhu kalau pakai renang haseuh",0
rapi banget brooooooooooooooooooooooooooooooooooooooooooooo,0
pengiriman lambat bilang tunggu,0
Paket sudah saya terima tapi barangnya rusak,0
sesuai dengan harga,0
"Kirim cepat, packing bagus, sayangnya terdeteksi oleh Lenovo sebagai tidak asli, maaf terima kasih",0
headset mati dan responnya hitam putih,0
Produk sesuai dengan pesanan yang dikirim Prohex,0
Kecewa karena tidak sesuai gambar dan strip pengukur tidak pas,0
Puas dengan respon keluhan,0
Mohon update stok jika barang sudah dikirim,0
baterai produk lama barang bekas,0
"sen untuk barang yang sampai, padahal refundnya tunai, tidak ada konfirmasi",0
barang sesuai deskripsi,0
barangnya sulit sampai,0
"barang sesuai deskripsi, diterima dalam kondisi ok, sayang dipakai seharian, sobek, kualitas sesuai harga",0
item chargenya cukup mengecewakan,0
"pengukuran yang salah, perhatikan penjualan",0
pesannya berwarna hitam dan ungu,0
"Kualitas produk untuk kapasitor berbahan bakar, layanan pengiriman",0
"pesan m, barang berukuran m",0
tombol hapus fungsi,0
kirimkan ke seseorang yang melindunginya,0
gagal,0
Headset bluetoothnya nyambung ke hp tapi suaranya kurang nyaring gan,0
"Bingung install softwarenya, kurang lengkap dan tidak support Windows",0
warnanya tidak cocok,0
kirim barang lambat,0
Pengisi daya tidak dapat mengisi baterai dengan cepat,0
"Sangat kecewa, layak dimainkan di ponsel",0
"Pakai jasa JNE, tanggal Februari, tanggal pengiriman Februari, harga murah, kecewa",0
"Saya komplain rusak, saya bilang sebaiknya pihak toko yang ongkir dan tanggung jawab saya untuk membeli barang penggantinya",0
"Sangat kecewa dengan barang yang sudah diterima yang dipastikan terkirim pada hari kamis, abaikan komplain abaikan chat, suruh saja salah kirim barang, yang beli, kirim kembali, tolong kirim kembali, darimana pun asalnya, harap datang paling lambat bulan September, barang yang salah tidak menerima pengiriman, bagaimana cara pengirimannya, tunggu tanggalnya, jika tidak sampai, itu milik Jagakarsa Depok. jangan pakai gojek",0
"Pertama-tama cek bos gearnya, lepas lalu hp terjatuh",0
"Paketnya kecewa, pantas saja harganya murah, bukan Samsung asli",0
"Pesan pakai JNT, kirim pakai pos, barang sesuai pesanan, packing rapi, terima kasih",0
"Produk berfungsi, tidak menjangkau jarak WiFi m, kecewa",0
"sesuai pesanan, packing rapi",0
pengiriman informasi yang sesuai,0
"Pakai jarak meter ditambah meter atas dan bawah, kabelnya panjang banget, sengaja pilih meteran, takut pilih simpul kabel yang paling rapat, jujur ​​meter",0
penggunaan speaker,0
barang sesuai harapan,0
"Ditunggu returnya, bagus, pasti dikirim, kondisi saat beli, tidak rugi biaya retur, update Des. Coba jadikan sebagai kado Natal untuk keponakanmu saat ada masalah. Hidup malu dengan hadiah itu tapi kecewa",0
Isi produk tidak sesuai gambar yang dipesan,0
"Tidak ada suara, pengiriman sangat buruk, tidak sesuai harapan",0
"barang sudah diterima, dikirim dalam kondisi mati, klaim sangat responsif, alamat toko offline, biaya kasus pengembalian, tutup, maaf atas komentar ini",0
Barang yang dikirim backlit sesuai deskripsi,0
"jual tanggap terhadap keluhan rusa, beli barang",0
"Nota chat tidak diberikan, dimintai solusi, tidak dibalas, dikirim bubble warp, harap berbaik hati pada pelayanan depan",0
Wallpaper kaca jam penyok setengah ukuran gambar,0
"Koneksi jelek, baca repot, harus cabut dan baca lagi",0
produk rusak,0
"Kecewa, tulis pesan hitam, kirim putih",0
"D tulis nomor tapi dikirim nomor sesuai sistem karena order nomor D oke, tidak masalah tapi penjual sesuai sistem tapi dicatat untuk dijual. Penjual bertanya, tidak komplain, tapi faktanya terima kasih, barang bagus, cepat, tapi besar, terima kasih",0
"barang sesuai pesanan, lalu tekan transaksi selesai, pesanan mudah, proses sesuai pesanan",0
Alhamdulillah pesanan sudah sampai sesuai tanggalnya,0
"beli hp, langsung dijual, dikirim ke sumatra, besoknya dipakai, dicharge, pas dicek layanannya katanya samsung palsu. Kecewa ketika saya membeli PC.",0
"sayang sekali, sayang",0
"Tidak ada barang, mohon berikan pelayanan yang baik dengan harga pembelian. Kirim pesan. Jika barang tidak sesuai pesanan, tanyakan apakah masih ada atau tidak",0
pelayanan buruk semoga harga costomer,0
jelek hati-hati membaca deskripsi,0
Setelah sebulan dipakai baterainya rusak dan MacBook saya benar-benar drop,0
Penjual tidak bertanggung jawab atas barangnya,0
"Ya, ponselnya tipis, padahal saya tahu ponsel Nokia Iti memiliki kualitas build yang bagus, saya sedikit kecewa, tapi saya harap bisa bertahan lama.",0
"Setelah pembatalan, barang dikirim dan charger dihidupkan",0
"Ukur kecil, selanjutnya ukur sepatu yang lebih banyak Anda pakai",0
"Barang yang anda kirim rusak, pelayanan anda memuaskan, bintang toko tidak recomended, saya sudah kapok belanja di toko",0
x kecewa tidak memakai tandu,0
"Saya sangat menyesal memesan pcs sampah. Pemilik toko sedang menunggu pesanan pertama datang. Perintahnya benar. Pesanan mendapat sampah. Kalau kirim toleransi rongsokan, jual mohon berbaik sangka alias jual beli, kalau tak pakai uang tak percaya beli, jagalah kemaslahatan bagi yang membeli, berkah bagi yang jual dalam paket, jangan bubble wrap, biaya asuransi jika kemasan tidak diurus.",0
biji penyok sangat menyukainya,0
"Barang kosong, konfirmasi pengiriman, kirim uang dan bayar kembali ahhh",0
Jam tangannya berbeda dengan yang saya beli di toko dan logo merek Nixon sekarang sama,0
earphone fungsi uang tunai,0
"barang dikirim, rusak, komplain, tidak terima caci maki, dihina pembeliannya",0
gunakan dan itu rusak,0
yang,0
memenuhi kabel,0
produk fungsi,0
"packing kota pakai bubble wrap, kotak tidak penyok",0
punchinf pad gde tapi g papa makas,0
"packing rapi, diterima dalam keadaan baik, charge, indikator tidak nyala, tunggu, tidak ada tanda, fungsi mana yang salah, ikhlas saja, semoga laku, kasih feedback positif, trauma, beli barang elektronik online",0
"Tolak barang yang dijual murah dengan diskon curang, menyerahlah membeli batu bata secara online",0
Mengapa Anda menyukai foto berwarna coklat dalam warna hitam?,0
"speakernya gak nyala kalo nelpon telponnya gak kedengeran, nadanya kadang sibuk, padahal telponnya bisa nyambung, kadang telponnya gak bisa nyambung, telfonnya over all, kecewa",0
Barang yang tidak sesuai paket sangat buruk dalam pengirimannya,0
tanggal order pakai jne yes sampai salah tanggal,0
"Dengarkan fungsi radio earphone, coba gunakan handsfree, PC yang mendengarnya, harap berhati-hati saat mengirim barang, terima kasih",0
membeli barang-barang buruk,0
Saya belum puas dengan produknya,0
"Gambar produk yang ditampilkan berbeda dengan merek amplinya. Kemasan pada gambar kokoh dan kuat. Mereknya sangat sederhana. USB terdeteksi ketika PC terdeteksi. Buka itu. Masukkan ke dalam slot USB. Gunakan modemnya. Arusnya putus dalam waktu yang lama. Gunakan dengan tegas. Kalau penjual cepat respon, recomended, kurir ada masalah dengan pengiriman.",0
"barang yang dipesan sesuai pesanan, jenis barang yang sampai hanya kalah banyak",0
"Digunakan sebelumnya, baterai habis setelah diisi, tidak menghubungkan Bluetooth dan tidak menggunakannya",0
Bahannya bagus dan tidak mudah melar,0
"Analog yang tepat tidak berfungsi, maklum harganya terlalu murah",0
"Paket terbungkus rapi dan baik, semoga unitnya bagus dengan kemasannya",0
"Jika barang rusak, kembalikan barang dan ongkos kirim kembali. Kalau jualan dapat untung, perhatian saja ke konsumen",0
"Ponsel mengeluarkan suara dering yang buruk, baterai terjatuh dan charger meledak",0
belilah benih pecah yang bertemu dengan isapan,0
"Lupa tulis ukuran jualnya, tidak minta ukurnya, yang kirim ukurnya, kembalikan penjualannya, hanya bilang iya, tidak ambil tindakan, sudah sebulan, tidak ada proses yang serius, Tokpedia terus menjual dana mengikuti proses kepatuhan sesuai petunjuk harga pelanggan.",0
"Kirim sesuai FAPM, untung pakai laptop",0
stok sudah banyak yang terkelupas,0
produk bagus admin toko kurang baik transfer via va mbanking bca menit salah alamat tidak bisa batal tidak bisa ganti alamat toko resmi tidak profesional menyusahkan konsumen surat asli jne call jne jakarta bandung pusat ganti alamat bantu belanja online wajar kesal,0
"ukuran bola, ukuran barang, harga wajar",0
"Hp cepat rusak, yg jual di toko tanggung kecewa, hati-hati di toko tanggung jawab",0
fungsi pengisi daya,0
Baterai mudah habis saat terisi penuh,0
"Kecewa gan, kenapa airnya langsung kena embun?",0
asli m m,0
"Jika barang rusak, saya punya bukti foto dan video, namun prosesnya lama, jadi pilihlah batalkan komplain dan dapatkan uang Anda kembali dan barang akan dikembalikan",0
"barang cacat, beli speakernya rusak",0
"Barang sudah diterima, semoga berkah dan bermanfaat",0
terima kasih,0
"Tidak ada barang, mohon berikan pelayanan yang baik dengan harga pembelian. Kirim pesan. Jika barang tidak sesuai pesanan, tanyakan apakah masih ada atau tidak",0
produk rusak secara fungsional,0
sesuai pesanan yg dipesan ukuran M datang ukuran XL,0
"Kecewa lapak, dikirim barang sesuai, dikirim dudukan tripod, lalu dikirim barang dalam keadaan baik",0
"Maaf, yang dikirim jelek, mati total, barang cacat, warna hitam, tinggal ganti deskripsi saja bos, warna acak",0
"Barang rusak sepertinya tidak nyambung, malas komplain karena dibeli dengan barang",0
kirim kualitas cepat,0
barang sudah sampai kemarin,0
sungguh sangat kecewa,0
"Nota chat tidak diberikan, dimintai solusi, tidak dibalas, dikirim bubble warp, harap berbaik hati pada pelayanan depan",0
"Barang bagus, desain, warna, tapi tanggalnya otomatis, pertama kali saya pakai, tanggalnya manual, lalu normal kembali, tanggal tidak berfungsi otomatis, aslinya berfungsi seperti itu, warna biru sudah memudar, sisi yang saya pakai minggu lalu, cepat beli jamnya, RB-nya pudar setelah dipakai, tolong bintangnya ditunggu, bisakah kita bicara klaim garansi toko, karena harga jamnya mahal, kualitasnya harus sesuai dengan kualitasnya, terima kasih",0
"Salah kirim barang, salah kirim warna, uang kembali Rp. Periksa barang. Kirim Redmi Note Redmi Note x CPU Hio",0
Harap berbaik hati dengan harga pembelian. Kirim pesan jika barang tidak sesuai pesanan. Tanyakan apakah masih ada atau tidak,0
"Beli unit hp bagus atau tidak, jual solusi bohong",0
Lain kali ganti statusnya menjadi blank ya gan,0
"Kecewa, barang yang diterima sudah hancur",0
stok barang tertulis,0
baterai hp asli baterainya cepat habis lowbet,0
"Kemasan box earphone rusak, open request warna krem ​​hitam",0
fungsi,0
"Maaf kecewa, barang sesuai deskripsi telpon",0
"Ya, harga sesuai dengan kualitas barang",0
menunggu cukup lelah,0
barang uang kembali,0
"Warna tidak sesuai dengan pesan, tidak ada notifikasi chat juga",0
Charger headset berwarna putih adalah benda asing yang menghalangi lubang yang disebabkan oleh charger yang masuk ke input charger headset,0
"Kecewa, barang diterima sesuai foto, display lapak, foto nomor barang, foto display nomor barang diterima, maaf saya kurang nyaman mengulasnya, semoga kedepannya ajari saya",0
"Ini barang palsu, coba sambungkan, terdeteksi USB, tapi saya kecewa",0
ukurlah sebagaimana mestinya,0
"Merek resmi Bata menjual barang bekas, jelas Cawak",0
"Bos, kenapa jaringan tidak terhubung ke kartu SIM? Apa solusinya?",0
barang yang diterima kualitasnya memuaskan,0
"sepatu beda foto, tingkat profesionalitasnya dipermalukan oleh toko resmi Bata",0
Produk sesuai dengan deskripsi keyboard Tera Toskhiba Satellite C. Pesan fungsi tombol caplock,0
pelayanan memuaskan slow respon,0
"Kecewa, produk dikirim gambar, dikirim putih, kecewa",0
"Suara maksimal, masa pakai baterai maksimal",0
menurut yang terang seperti hp cina,0
"Boxnya hancur gan, packingnya terpaksa",0
"packing oke, fast respon, kata pembeli headsetnya retak jadi tidak berfungsi",0
"Ukurlah jika membeli ukuran, tingkatkan ukuran yang Anda beli, belilah ukuran yang Anda beli",0
"Mohon maaf kecewa, lubang charger sudah dilepas",0
materi lengkap sesuai pembahasan,0
"Harganya tidak bohong, pakai Harimati saja, jangan dipakai",0
"Gan sony vaio baterainya tidak terdeteksi, kalau serial tidak terdeteksi gan mohon infonya, makasih",0
"Dana dikembalikan, kecewa sekali, tidak sesuai gambar yang diterima",0
Sangat kecewa respon jual jam tangan auto cancel resi masuk ganti ukuran lewat chat ya ganti ganti notifikasi kurir karena charge barang dikirim diganti lebih banyak biaya kirim salah tulis alamat paket salah rute kali hubungi alamat kurir revisi cek hilang ganti feedback bertanggung jawab penyelesaian,0
"Kecewa, tadi malam barang ready, pesan subuh, kirim pagi, siang, tunda, kirim base, cancel, ribuan base seperti gin, butuh konverter HDMI cepat, barang terpaksa pesan toko kota, jadi paket tidak pakai presentasi, senin pagi, pesan toko, hitung sabtu, minggu, sampai kirim sore atau minggu, buka lho, kirim sore, buang-buang uang, buang, batal otomatis, batal, aduh.",0
"Pesan baterai Sony Vaio Mbulet, layanan purna jual buruk, tragedi dengan barang yang salah dikirim",0
brg oke kualitas bagus tapi kemudian,0
"Maaf slot sim card tidak terhubung ke jaringan, battery charger cepat habis, jika tidak bisa dikembalikan terima kasih",0
"Maaf kawan, aku kecewa",0
"Warna sen yang dikirim adalah warna yang sesuai, jika sen habis maka ukurannya kecil",0
Kabel tidak mengisi daya dengan cepat,0
mengirimkannya,0
Kualitas karet tipisnya memantul pada bola kayu dan membuat suara taruhan menjadi nyaring,0
Pesan PC yang mati total dan masih hidup,0
pesannya tiba,0
"Saya tidak membutuhkan barangnya, bagaimana cara menukarnya, tolong bantu seseorang",0
"Parahnya, biarlah Allah yang menjawab",0
"Pengirimannya lama sekali, fitur produknya seperti aslinya",0
"Barang yang dikirim sesuai pesan gambar, namun Rady memesan sesuai keterangan",0
barang cepat ya,0
Berbeda jika membawa laptop,0
"Barang sudah diterima, ukuran tidak sesuai, penukaran tidak memberikan alamat",0
barangnya benar tapi prosesnya lambat,0
Besar,0
"Menjual barang kalau saya tidak tahu apakah saya bisa menjelaskan barangnya, saya tidak tahu cara mentransfernya, tidak disarankan",0
pesanan tidak dikirim tidak ditulis kosong batal,0
"pesan warna putih, dikirim warna abu-abu, harap periksa barang dengan teliti",0
mengirim barang,0
"Jangan dibeli, stoknya kosong",0
"bagus, tidak kena klip, tidak kencang",0
"Kirim telat, Sabtu pagi, transaksi Selasa malam, maka lot sudah sampai",0
Tidak ada jam harga yang ditetapkan,0
Ukuran jam tidak sesuai ekspektasi,0
sen mtech merk nisua ampuuuun,0
sen julio kirim evolusi,0
"seller ok, packing rapi, pengiriman cepat, tidak hanya itu, produk sesuai ekspektasi, dinding kokoh, fleksibel, pemasangan mudah, thanks btw",0
Jangan menggunakan bahan yang jelek karena tidak cocok dengan hidung dan telinga mancung Anda,0
"barang sesuai deskripsi, penjualan tidak terlalu lambat, pengiriman, respon, saran, jika tidak berniat menjual barang mendingan jual saja yang memang membuat kecewa, jangan beli barangnya.",0
gunakan daya lemah menggunakan slot,0
"tintanya palsu, katanya produk comp palsu, hasil tintanya mengecewakan, silakan dicek kembali produknya",0
catatan jual berat kg semoga jaringnya lumayan bagus kg bahan tipis jaring tipis jual pulpen rb jual berkualitas tokopedia rb,0
Bahan-bahan yang berbeda konsisten,0
"barang cepat, packing aman, produk rapi, produk cacat",0
tombol hapus fungsi,0
pesan pcs tapi dikirim tolong kirim barang lebih sedikit tapi tidak bisa transfer uang,0
masuk tapi terisi alias muncul begitu saja dan baterai terisi tapi tidak bertambah,0
Ukurannya tidak sesuai dengan jelas sehingga jumlah sandal teratas tiba dengan cepat,0
"Jangan telpon, cek pulsa, tukar saja",0
"sen untuk barang yang sampai, padahal refundnya tunai, tidak ada konfirmasi",0
barang rusak retak dan tidak mulus,0
"sen satu pcs mati total, sudah di pusat resolusi, tidak ada solusi, beli, ongkir kembali, tanggung jawab membeli, haha, lucu, jangan khawatir penjual",0
"tidak dapat menemukan bluetooth, ponsel tidak dapat menemukan bluetooth ponsel, menu musik tidak dapat membaca lagu, memori telah disegarkan",0
"Menurut saya bahannya bagus tapi harganya tidak mahal. Jika Anda punya selera, saya sarankan Anda mempertimbangkan untuk mengambil produknya karena murah, maklum dengan harga kualitasnya.",0
Kabel chargernya tidak ada yang salah gan,0
"Saya tinggal pakai dan langsung rusak, tanpa dipungut biaya, hanya buang-buang waktu saja untuk membelinya",0
Hanya pengisian suara standar,0
"sesuai gambar, tapi itulah harganya",0
"Kondisi barang sesuai gambar, jahitan rapi, takut sobek",0
"susah banget nulisnya jelas mtech, ehhh susah banget kirimnya",0
Kenapa beda dengan yang dikirim FT SM?,0
"Produk bagus, QC. Pipa-pipa tersebut berbeda ukuran dengan batang rak yang dipasang",0
Barang tidak bisa dipakai karena rusak atau tidak karena produk yang datang tidak sesuai dengan yang dijual karena tiruan tetapi tidak memiliki mekanisme tombol.,0
"pakai converter usb to vga cukup bayar, semoga bermanfaat, terima kasih",0
"Pengaitnya kurang kuat, mudah goyang sehingga mudah lepas, jadi beri lem korea agar tidak mudah lepas",0
Barang rekondisi sudah termasuk deskripsi,0
"bahan tipis sekali, semoga kuat",0
respon barang bagus,0
menerima pesan tkyuuu,0
kiri kiri sejauh ini suaranya bagus tapi kedua telinganya kiri,0
Dikembalikan secara tunai & diterima,0
"respon jual barang dikirim sesuai spesifikasi tawar, kecewa",0
Saya kecewa hp saya tidak ada bukunya,0
"Pengaitnya patah, lihat ke dalam kotak, tidak ada yang pecah, murni, penjualnya berantakan, harganya bagus, tapi belinya buang-buang waktu, anggap saja sedekah, penjualnya tidak berkah.",0
"Pesanan sudah sampai di tanggal yang tepat gan, pakai JNE ya",0
"Barang yang dikirim warnanya sesuai jika paket belum ready, unit part belum ready, belum sampai, sudah saya kirim, hubungi WA, no respon, pesan di hp tidak dibalas, yang melayani sudah di tope, nomor hp, sms",0
"banyak hal telah meledak, itu menakutkan",0
maaf atas goresannya tetapi gelembung gt digunakan sehingga ponselnya rusak,0
kualitas dan fungsi produk yang buruk,0
"Barangnya belum diterima, sandal Bata Obama, belum ada upaya untuk berdiskusi Topped, suruh saya upload foto barangnya, caranya ambil foto, baru terima barangnya, tidak, silakan cek transaksinya, nama boleh Ahmada Umbara, Tasikmalaya, invoice dengan pesan, sandal anak, Bubblegumers, transaksi selesai tapi belum terima barangnya, toko, mohon dicek transaksinya, nomor resinya, terima kasih",0
jual slow respon pakai,0
Produk yang dikirim kualitasnya buruk,0
"Tolong beri bintang, harap memperhatikan barang yang menampilkan judul, judul barang mencantumkan warna cerah, membeli menentukan warna, mengukur keuntungan, malas, repot, kembali, tukar",0
Ini sesuai untuk mengirimkan tanggapan,0
Sennya berwarna biru dan dikirim hitam. Untung saja ponselnya murah,0
"packing produk penyok, produk aman, kecewa, jasa pengiriman JNE lama, produk senin tapi kamis, antara kantor JNE dengan alamat tujuan butuh waktu sebentar, sepedanya kecewa, layanan pengiriman",0
barang yang saya terima hancur,0
"Untung baterainya cepat habis, tidak apa-apa",0
"warna sesuai pesan tertulis atau gambar cerah, bentuk LCD sesuai gambar tokopedia, walaupun tertulis cancel tapi tetap berfungsi, jadi segitu harganya",0
lampunya tidak menyala,0
Respon penjual tidak komunikatif,0
"barangnya rusak, apakah hpnya bisa disambungkan atau dikembalikan?",0
Barang kosong tidak mengkonfirmasi barang yang dikirim,0
"tidak kompatibel dengan samsung j prime, ponsel samsung, coba tulis gan, ponsel kompatibel, rugi, beli atau tidak pakai",0
Kualitas baterai bagus dan dalam kondisi baik,0
kirim cepat hpx tidak memutar musik n tobolx bagus,0
hdd gunakan deskripsi tulis,0
mkc y,0
gambar tapi headsetnya rusak,0
"keterangan tertulis siap, hitam putih, mistis, tampak biru, barang beli tangan",0
Gan kenapa gak bilang kalau menurutku modelnya murahan?,0
Barang pengirim pesan berbeda dengan barang yang ada tombol on offnya. Masalahnya adalah itu dicoret,0
"barang rusak, error masih berlanjut",0
"sen untuk barang yang sampai, padahal refundnya tunai, tidak ada konfirmasi",0
Mencoba fungsinya sebagai komputer koneksi flashdisc tetapi kecewa,0
"Barang bagus, tidak cocok untuk Acer saya, jadi LCDnya bermasalah",0
memberi saya barang yang salah dari toko,0
Nokia rongsokan kalau dijual yang benar pasti sering mati hpnya,0
Ponsel rapuh mudah rusak replika ponsel Nokia,0
Pengirimannya baik hanya saja karet batnya rusak gan,0
Merek campuran bervariasi kualitasnya sesuai harga,0
"Layar tampak buram, jauh berbeda dengan aslinya",0
"Saya ukur oz tapi pas dipake baunya seperti bikib, kurang nyaman ditempel di tangan, saya kecewa",0
Maaf gan bintang colok laptopnya. Gambar yang dihasilkan dari USB HDMI resolusinya turun,0
"Saya sudah pesan stoknya, belum siap kalau tidak dipasang etalase",0
"Paket sudah saya terima, terima kasih",0
Tunggu uangnya kembali karena kembali dengan barang yang tepat,0
"Saya sudah mencoba berbagai merk hp, kadang berhasil",0
masih kecewa dengan barangnya,0
"Barang sesuai deskripsi, pas saya pakai langsung rusak, sepertinya kurang bertenaga kalau meteran dipakai sebentar",0
barangnya kosong tapi uangnya makasih sebelumnya interaksi konsumen dan ganti barangnya kalau kebanjiran pesan tanpa konfirmasi ada resiko jual berdasarkan saran lho makasih pokoknya gan,0
"oke, terima kasih atas barangnya",0
"Kecewa banget, toko bata resmi beli sandal, nomor yang dikirim, nomor yang sesuai tidak sesuai saat saya coba di nomor saat chat, tidak terkirim, lalu klik selesai, buka paket karena menurut saya tidak, mohon tanggung jawab untuk menjual sandal tersebut, terima kasih",0
"Barang tidak sesuai, kasus penipuan, semoga bukan Tokopedia",0
puas,0
"Sayang sekali beli produk China, barangnya terlalu terang, suaranya jelek, speakernya jelek, layarnya seperti main anak kecil",0
barangnya sesuai gambar sesuai harapan,0
Kaos kakinya tidak pas dengan kaki anak,0
proses order langsung konfirmasi warna hitam checkout tapi ngotot tolak jual tapi tetap dikirim random barang dikirim barang rusak reset tampilan coretan tanda tak ragu ngotot kirim random orderan hari senin tidak diproses tapi hari jumat dibuang ke sampah tidak recomended seller,0
"sesuai warna yang diminta, katanya sudah chat padahal belum chat",0
"Warnanya tidak sama dengan gambar, terima kasih",0
"barangnya oke tapi responnya lambat banget, coba yang level depan",0
barang kosong,0
Langsung dipakai dan patahkan dengan gagang yang kuat,0
Terima kasih,1
Tidak cocok dengan ponsel inci saya,1
gshshhsjdkdkkdjdjdjdj,1
standar,1
barangnya adalah sepatu yang berat,1
"Kayunya lumayan bagus, tapi sayang sekali kalau taruhannya dipegang dengan tepat?",1
"respon barang jualan, tes colok laptop tapi laptop nyala",1
"Saya membeli M Tech ketika sudah tiba dan saya harus menandatanganinya dengan cepat. Secara keseluruhan, kemasannya cukup rapi",1
"Kirim dengan cepat, tombol stick diseret dan suara analog digunakan",1
"pas sudah sampai, kasih kado hehehehhe, makasih barang bagusnya",1
baguspppppp markotoppppppppppp,1
"Barang sesuai deskripsi, packing aman, harga murah rapi, mudah pecah, belum dipakai, rusak sesuai harga",1
jika mtech power nisuta,1
"Kualitas sesuai dengan harga barang, barang sesuai foto, mudah dibawa dan juga cover untuk alas jinjing.",1
oke berfungsi dengan,1
barang tanahnya thx gan,1
produk layanan,1
"Proses penjual saat sampai ada bau lem, mungkin dari produksi sol lalu dikirim, buatan rumah, tidak rapi seperti merk mall kualitas pabrik, entahlah cocok buat saya karena bahan sepatunya bagus.",1
juozzzz cepat,1
Tidak sesuai gambar casing kesang murah asli nokia,1
terima penggunaan off connect,1
"Joss langsung pasang dan print barangnya, lumayan lah sesuai dengan harganya, semoga awet",1
fungsi harus,1
biru menyukai kuning,1
"terima kasih, terima kasih, seperti yang diharapkan",1
mantaaaaaaaaaap,1
kecerahan panel buruk,1
"Barang cepat, tekan tombol start, kadang saya tidak suka mencongkel dengan jari",1
"oke, bahan dasarnya tipis, lumayan bagus sesuai dengan harganya",1
"barang sesuai pesanan, terima kasih",1
Tidak dapat memasang cermin longgar yang bagus,1
"Barang bagus & original, packing bagus & proses transaksi rapi, pesanan benar-benar terkirim",1
Hanya buah yang dekat dengan lututku,1
belum mencobanya,1
"Paket rapi, tidak ada cacat tetapi terkirim",1
"Respon cepat, produk bagus, tidak mengecewakan",1
barang dengan harga murah,1
bagus kawan,1
"Barang sudah diterima, sesuai gambar, thx",1
ujung pena tekan tulis,1
"Produk sangat bagus, pengiriman sangat baik. Terjual masuk. Kwitansi palsu. Kecewa",1
"packing bagus, pelayanan bagus, baterai bisa ditukar, kalau nonton film, full power, sayang sekali kalau dipakai, mati seperti kemarin saat di tes, kapasitas penuh, bom yang digunakan kurang, jadi saya tidak yakin apakah itu asli, tq",1
"komunikasi chat, penjualan responsif, paket carbon cartridge filter responsif sesuai jadwal, bubble packing, bungkus, terima kasih barang rusak, cek isi media karbon aktif sesuai gambar lengkap, ukur tipis body filter, diameter benang dalam cm, ukur benangnya, jika konektornya kendor, lepas bomnya, coba kencangkan benangnya, seal tape, jika benang konektornya kencang, tambahkan seal tape, gunakan cartridge filter karbon",1
"Oke, saya belum mencobanya, semoga awet",1
"Barang saya kualitas asli, maaf atas komplainnya",1
"Barang sesuai deskripsi gambar, kualitas bagus, tapi untuk harga segitu terima kasih",1
"Respon penjual baik, kualitas normal",1
kualitas sesuai harga,1
"bayar bulan April siang, terima bulan April sore, pakai kurir JNE, sesuai perjanjian jualan ya, maksud Jneyes itu karena proses kirim dan jual.",1
tidak cocok untuk EC NXT,1
kabel charger octp rusak,1
barang cepat sesuai iklan,1
baterainya bocorrrrrrrrr,1
ukuran xl ya,1
